,name,artist,colourid,colour,collectornum,expansion,hexval,red_h,green_h,blue_h,codename
4868,Contaminated Ground,Christine Choi,['B'],['B'],59,GTC,#8C593B,140,89,59,Contaminated GroundGTC4
4869,Contaminated Ground,Christine Choi,['B'],['B'],59,GTC,#402C21,64,44,33,Contaminated GroundGTC5
4870,Corpse Blockade,Lucas Graciano,['B'],['B'],60,GTC,#252617,37,38,23,Corpse BlockadeGTC1
4871,Corpse Blockade,Lucas Graciano,['B'],['B'],60,GTC,#BBBF49,187,191,73,Corpse BlockadeGTC2
4872,Corpse Blockade,Lucas Graciano,['B'],['B'],60,GTC,#8C8742,140,135,66,Corpse BlockadeGTC3
4873,Corpse Blockade,Lucas Graciano,['B'],['B'],60,GTC,#D9D273,217,210,115,Corpse BlockadeGTC4
4874,Corpse Blockade,Lucas Graciano,['B'],['B'],60,GTC,#736345,115,99,69,Corpse BlockadeGTC5
4875,Crypt Ghast,Chris Rahn,['B'],['B'],61,GTC,#261E24,38,30,36,Crypt GhastGTC1
4876,Crypt Ghast,Chris Rahn,['B'],['B'],61,GTC,#B8CAD9,184,202,217,Crypt GhastGTC2
4877,Crypt Ghast,Chris Rahn,['B'],['B'],61,GTC,#CFD984,207,217,132,Crypt GhastGTC3
4878,Crypt Ghast,Chris Rahn,['B'],['B'],61,GTC,#BDBF84,189,191,132,Crypt GhastGTC4
4879,Crypt Ghast,Chris Rahn,['B'],['B'],61,GTC,#40372F,64,55,47,Crypt GhastGTC5
4880,Death's Approach,Terese Nielsen,['B'],['B'],62,GTC,#D9D48B,217,212,139,Death's ApproachGTC1
4881,Death's Approach,Terese Nielsen,['B'],['B'],62,GTC,#D9C39A,217,195,154,Death's ApproachGTC2
4882,Death's Approach,Terese Nielsen,['B'],['B'],62,GTC,#A68D6F,166,141,111,Death's ApproachGTC3
4883,Death's Approach,Terese Nielsen,['B'],['B'],62,GTC,#BF2121,191,33,33,Death's ApproachGTC4
4884,Death's Approach,Terese Nielsen,['B'],['B'],62,GTC,#8C2323,140,35,35,Death's ApproachGTC5
4885,Devour Flesh,Kev Walker,['B'],['B'],63,GTC,#F2DB66,242,219,102,Devour FleshGTC1
4886,Devour Flesh,Kev Walker,['B'],['B'],63,GTC,#F2DEA0,242,222,160,Devour FleshGTC2
4887,Devour Flesh,Kev Walker,['B'],['B'],63,GTC,#F2A74B,242,167,75,Devour FleshGTC3
4888,Devour Flesh,Kev Walker,['B'],['B'],63,GTC,#A6592D,166,89,45,Devour FleshGTC4
4889,Devour Flesh,Kev Walker,['B'],['B'],63,GTC,#8C5549,140,85,73,Devour FleshGTC5
4890,Dying Wish,Scott Chou,['B'],['B'],64,GTC,#78698C,120,105,140,Dying WishGTC1
4891,Dying Wish,Scott Chou,['B'],['B'],64,GTC,#3B3659,59,54,89,Dying WishGTC2
4892,Dying Wish,Scott Chou,['B'],['B'],64,GTC,#20261E,32,38,30,Dying WishGTC3
4893,Dying Wish,Scott Chou,['B'],['B'],64,GTC,#A6796F,166,121,111,Dying WishGTC4
4894,Dying Wish,Scott Chou,['B'],['B'],64,GTC,#D9C5C1,217,197,193,Dying WishGTC5
4895,Gateway Shade,Ryan Yee,['B'],['B'],65,GTC,#D9B752,217,183,82,Gateway ShadeGTC1
4896,Gateway Shade,Ryan Yee,['B'],['B'],65,GTC,#D9B777,217,183,119,Gateway ShadeGTC2
4897,Gateway Shade,Ryan Yee,['B'],['B'],65,GTC,#402C1A,64,44,26,Gateway ShadeGTC3
4898,Gateway Shade,Ryan Yee,['B'],['B'],65,GTC,#BF9169,191,145,105,Gateway ShadeGTC4
4899,Gateway Shade,Ryan Yee,['B'],['B'],65,GTC,#8C5230,140,82,48,Gateway ShadeGTC5
4900,Grisly Spectacle,Zoltan Boros,['B'],['B'],66,GTC,#D9B343,217,179,67,Grisly SpectacleGTC1
4901,Grisly Spectacle,Zoltan Boros,['B'],['B'],66,GTC,#BFAB6F,191,171,111,Grisly SpectacleGTC2
4902,Grisly Spectacle,Zoltan Boros,['B'],['B'],66,GTC,#A6937C,166,147,124,Grisly SpectacleGTC3
4903,Grisly Spectacle,Zoltan Boros,['B'],['B'],66,GTC,#8C593B,140,89,59,Grisly SpectacleGTC4
4904,Grisly Spectacle,Zoltan Boros,['B'],['B'],66,GTC,#BF532C,191,83,44,Grisly SpectacleGTC5
4905,Gutter Skulk,Mark Winters,['B'],['B'],67,GTC,#26151D,38,21,29,Gutter SkulkGTC1
4906,Gutter Skulk,Mark Winters,['B'],['B'],67,GTC,#0C0D0A,12,13,10,Gutter SkulkGTC2
4907,Gutter Skulk,Mark Winters,['B'],['B'],67,GTC,#73715D,115,113,93,Gutter SkulkGTC3
4908,Gutter Skulk,Mark Winters,['B'],['B'],67,GTC,#403425,64,52,37,Gutter SkulkGTC4
4909,Gutter Skulk,Mark Winters,['B'],['B'],67,GTC,#8C543F,140,84,63,Gutter SkulkGTC5
4910,Horror of the Dim,Jack Wang,"['B', 'U']",['B'],68,GTC,#8082A6,128,130,166,Horror of the DimGTC1
4911,Horror of the Dim,Jack Wang,"['B', 'U']",['B'],68,GTC,#2B3640,43,54,64,Horror of the DimGTC2
4912,Horror of the Dim,Jack Wang,"['B', 'U']",['B'],68,GTC,#0C0D0A,12,13,10,Horror of the DimGTC3
4913,Horror of the Dim,Jack Wang,"['B', 'U']",['B'],68,GTC,#59574C,89,87,76,Horror of the DimGTC4
4914,Horror of the Dim,Jack Wang,"['B', 'U']",['B'],68,GTC,#8C8474,140,132,116,Horror of the DimGTC5
4915,Illness in the Ranks,Nils Hamm,['B'],['B'],69,GTC,#D9B752,217,183,82,Illness in the RanksGTC1
4916,Illness in the Ranks,Nils Hamm,['B'],['B'],69,GTC,#A68D44,166,141,68,Illness in the RanksGTC2
4917,Illness in the Ranks,Nils Hamm,['B'],['B'],69,GTC,#73694D,115,105,77,Illness in the RanksGTC3
4918,Illness in the Ranks,Nils Hamm,['B'],['B'],69,GTC,#73412F,115,65,47,Illness in the RanksGTC4
4919,Illness in the Ranks,Nils Hamm,['B'],['B'],69,GTC,#A68780,166,135,128,Illness in the RanksGTC5
4920,Killing Glare,Peter Mohrbacher,['B'],['B'],70,GTC,#565173,86,81,115,Killing GlareGTC1
4921,Killing Glare,Peter Mohrbacher,['B'],['B'],70,GTC,#9B95BF,155,149,191,Killing GlareGTC2
4922,Killing Glare,Peter Mohrbacher,['B'],['B'],70,GTC,#A2A637,162,166,55,Killing GlareGTC3
4923,Killing Glare,Peter Mohrbacher,['B'],['B'],70,GTC,#595439,89,84,57,Killing GlareGTC4
4924,Killing Glare,Peter Mohrbacher,['B'],['B'],70,GTC,#A67C2E,166,124,46,Killing GlareGTC5
4925,Lord of the Void,Chris Rahn,['B'],['B'],71,GTC,#F2CF66,242,207,102,Lord of the VoidGTC1
4926,Lord of the Void,Chris Rahn,['B'],['B'],71,GTC,#F2AA52,242,170,82,Lord of the VoidGTC2
4927,Lord of the Void,Chris Rahn,['B'],['B'],71,GTC,#F28444,242,132,68,Lord of the VoidGTC3
4928,Lord of the Void,Chris Rahn,['B'],['B'],71,GTC,#F27244,242,114,68,Lord of the VoidGTC4
4929,Lord of the Void,Chris Rahn,['B'],['B'],71,GTC,#A65746,166,87,70,Lord of the VoidGTC5
4930,Mental Vapors,Mark Winters,['B'],['B'],72,GTC,#8C5E6A,140,94,106,Mental VaporsGTC1
4931,Mental Vapors,Mark Winters,['B'],['B'],72,GTC,#A69281,166,146,129,Mental VaporsGTC2
4932,Mental Vapors,Mark Winters,['B'],['B'],72,GTC,#F27649,242,118,73,Mental VaporsGTC3
4933,Mental Vapors,Mark Winters,['B'],['B'],72,GTC,#A67B7B,166,123,123,Mental VaporsGTC4
4934,Mental Vapors,Mark Winters,['B'],['B'],72,GTC,#0D0D0D,13,13,13,Mental VaporsGTC5
4935,Midnight Recovery,Peter Mohrbacher,['B'],['B'],73,GTC,#A378BF,163,120,191,Midnight RecoveryGTC1
4936,Midnight Recovery,Peter Mohrbacher,['B'],['B'],73,GTC,#655BA6,101,91,166,Midnight RecoveryGTC2
4937,Midnight Recovery,Peter Mohrbacher,['B'],['B'],73,GTC,#283040,40,48,64,Midnight RecoveryGTC3
4938,Midnight Recovery,Peter Mohrbacher,['B'],['B'],73,GTC,#5A6B8C,90,107,140,Midnight RecoveryGTC4
4939,Midnight Recovery,Peter Mohrbacher,['B'],['B'],73,GTC,#84A4BF,132,164,191,Midnight RecoveryGTC5
4940,Ogre Slumlord,Trevor Claxton,['B'],['B'],74,GTC,#251110,37,17,16,Ogre SlumlordGTC1
4941,Ogre Slumlord,Trevor Claxton,['B'],['B'],74,GTC,#7573BF,117,115,191,Ogre SlumlordGTC2
4942,Ogre Slumlord,Trevor Claxton,['B'],['B'],74,GTC,#4E4D73,78,77,115,Ogre SlumlordGTC3
4943,Ogre Slumlord,Trevor Claxton,['B'],['B'],74,GTC,#7A7EBF,122,126,191,Ogre SlumlordGTC4
4944,Ogre Slumlord,Trevor Claxton,['B'],['B'],74,GTC,#26221A,38,34,26,Ogre SlumlordGTC5
4945,Sepulchral Primordial,Stephan Martiniere,['B'],['B'],75,GTC,#A9D9C2,169,217,194,Sepulchral PrimordialGTC1
4946,Sepulchral Primordial,Stephan Martiniere,['B'],['B'],75,GTC,#18261B,24,38,27,Sepulchral PrimordialGTC2
4947,Sepulchral Primordial,Stephan Martiniere,['B'],['B'],75,GTC,#648C66,100,140,102,Sepulchral PrimordialGTC3
4948,Sepulchral Primordial,Stephan Martiniere,['B'],['B'],75,GTC,#40593C,64,89,60,Sepulchral PrimordialGTC4
4949,Sepulchral Primordial,Stephan Martiniere,['B'],['B'],75,GTC,#9DBF84,157,191,132,Sepulchral PrimordialGTC5
4950,Shadow Alley Denizen,Cynthia Sheppard,['B'],['B'],76,GTC,#A08DA6,160,141,166,Shadow Alley DenizenGTC1
4951,Shadow Alley Denizen,Cynthia Sheppard,['B'],['B'],76,GTC,#6A5C73,106,92,115,Shadow Alley DenizenGTC2
4952,Shadow Alley Denizen,Cynthia Sheppard,['B'],['B'],76,GTC,#323140,50,49,64,Shadow Alley DenizenGTC3
4953,Shadow Alley Denizen,Cynthia Sheppard,['B'],['B'],76,GTC,#252620,37,38,32,Shadow Alley DenizenGTC4
4954,Shadow Alley Denizen,Cynthia Sheppard,['B'],['B'],76,GTC,#D9C7B8,217,199,184,Shadow Alley DenizenGTC5
4955,Shadow Slice,Raymond Swanland,['B'],['B'],77,GTC,#4B71BF,75,113,191,Shadow SliceGTC1
4956,Shadow Slice,Raymond Swanland,['B'],['B'],77,GTC,#5483BF,84,131,191,Shadow SliceGTC2
4957,Shadow Slice,Raymond Swanland,['B'],['B'],77,GTC,#85D3F2,133,211,242,Shadow SliceGTC3
4958,Shadow Slice,Raymond Swanland,['B'],['B'],77,GTC,#575946,87,89,70,Shadow SliceGTC4
4959,Shadow Slice,Raymond Swanland,['B'],['B'],77,GTC,#D5D9B8,213,217,184,Shadow SliceGTC5
4960,Slate Street Ruffian,Jim Murray,['B'],['B'],78,GTC,#1B1C26,27,28,38,Slate Street RuffianGTC1
4961,Slate Street Ruffian,Jim Murray,['B'],['B'],78,GTC,#D99748,217,151,72,Slate Street RuffianGTC2
4962,Slate Street Ruffian,Jim Murray,['B'],['B'],78,GTC,#BF6836,191,104,54,Slate Street RuffianGTC3
4963,Slate Street Ruffian,Jim Murray,['B'],['B'],78,GTC,#733924,115,57,36,Slate Street RuffianGTC4
4964,Slate Street Ruffian,Jim Murray,['B'],['B'],78,GTC,#F2F2F2,242,242,242,Slate Street RuffianGTC5
4965,Smog Elemental,Yeong-Hao Han,['B'],['B'],79,GTC,#726FBF,114,111,191,Smog ElementalGTC1
4966,Smog Elemental,Yeong-Hao Han,['B'],['B'],79,GTC,#AECCF2,174,204,242,Smog ElementalGTC2
4967,Smog Elemental,Yeong-Hao Han,['B'],['B'],79,GTC,#C4EEF2,196,238,242,Smog ElementalGTC3
4968,Smog Elemental,Yeong-Hao Han,['B'],['B'],79,GTC,#8C7954,140,121,84,Smog ElementalGTC4
4969,Smog Elemental,Yeong-Hao Han,['B'],['B'],79,GTC,#403728,64,55,40,Smog ElementalGTC5
4970,Syndicate Enforcer,Steven Belledin,['B'],['B'],80,GTC,#F2DC6B,242,220,107,Syndicate EnforcerGTC1
4971,Syndicate Enforcer,Steven Belledin,['B'],['B'],80,GTC,#D9B64E,217,182,78,Syndicate EnforcerGTC2
4972,Syndicate Enforcer,Steven Belledin,['B'],['B'],80,GTC,#BF9445,191,148,69,Syndicate EnforcerGTC3
4973,Syndicate Enforcer,Steven Belledin,['B'],['B'],80,GTC,#735B2F,115,91,47,Syndicate EnforcerGTC4
4974,Syndicate Enforcer,Steven Belledin,['B'],['B'],80,GTC,#403522,64,53,34,Syndicate EnforcerGTC5
4975,Thrull Parasite,Clint Cearley,['B'],['B'],81,GTC,#353440,53,52,64,Thrull ParasiteGTC1
4976,Thrull Parasite,Clint Cearley,['B'],['B'],81,GTC,#59551D,89,85,29,Thrull ParasiteGTC2
4977,Thrull Parasite,Clint Cearley,['B'],['B'],81,GTC,#D9D0C5,217,208,197,Thrull ParasiteGTC3
4978,Thrull Parasite,Clint Cearley,['B'],['B'],81,GTC,#A6948A,166,148,138,Thrull ParasiteGTC4
4979,Thrull Parasite,Clint Cearley,['B'],['B'],81,GTC,#735448,115,84,72,Thrull ParasiteGTC5
4980,Undercity Informer,Raymond Swanland,['B'],['B'],82,GTC,#8C8665,140,134,101,Undercity InformerGTC1
4981,Undercity Informer,Raymond Swanland,['B'],['B'],82,GTC,#D9D3B8,217,211,184,Undercity InformerGTC2
4982,Undercity Informer,Raymond Swanland,['B'],['B'],82,GTC,#D9BF73,217,191,115,Undercity InformerGTC3
4983,Undercity Informer,Raymond Swanland,['B'],['B'],82,GTC,#59523C,89,82,60,Undercity InformerGTC4
4984,Undercity Informer,Raymond Swanland,['B'],['B'],82,GTC,#403A2F,64,58,47,Undercity InformerGTC5
4985,Undercity Plague,Vincent Proce,['B'],['B'],83,GTC,#46658C,70,101,140,Undercity PlagueGTC1
4986,Undercity Plague,Vincent Proce,['B'],['B'],83,GTC,#395873,57,88,115,Undercity PlagueGTC2
4987,Undercity Plague,Vincent Proce,['B'],['B'],83,GTC,#8FADBF,143,173,191,Undercity PlagueGTC3
4988,Undercity Plague,Vincent Proce,['B'],['B'],83,GTC,#A7D0D9,167,208,217,Undercity PlagueGTC4
4989,Undercity Plague,Vincent Proce,['B'],['B'],83,GTC,#0C0D0A,12,13,10,Undercity PlagueGTC5
4990,Wight of Precinct Six,Ryan Barger,['B'],['B'],84,GTC,#91D7F2,145,215,242,Wight of Precinct SixGTC1
4991,Wight of Precinct Six,Ryan Barger,['B'],['B'],84,GTC,#252620,37,38,32,Wight of Precinct SixGTC2
4992,Wight of Precinct Six,Ryan Barger,['B'],['B'],84,GTC,#F2AE2E,242,174,46,Wight of Precinct SixGTC3
4993,Wight of Precinct Six,Ryan Barger,['B'],['B'],84,GTC,#D96E30,217,110,48,Wight of Precinct SixGTC4
4994,Wight of Precinct Six,Ryan Barger,['B'],['B'],84,GTC,#8C6D6D,140,109,109,Wight of Precinct SixGTC5
4995,Act of Treason,Matt Stewart,['R'],['R'],85,GTC,#F2D544,242,213,68,Act of TreasonGTC1
4996,Act of Treason,Matt Stewart,['R'],['R'],85,GTC,#F2762E,242,118,46,Act of TreasonGTC2
4997,Act of Treason,Matt Stewart,['R'],['R'],85,GTC,#59211C,89,33,28,Act of TreasonGTC3
4998,Act of Treason,Matt Stewart,['R'],['R'],85,GTC,#D92929,217,41,41,Act of TreasonGTC4
4999,Act of Treason,Matt Stewart,['R'],['R'],85,GTC,#A62424,166,36,36,Act of TreasonGTC5
5000,Bomber Corps,Chase Stone,['R'],['R'],86,GTC,#F2E96B,242,233,107,Bomber CorpsGTC1
5001,Bomber Corps,Chase Stone,['R'],['R'],86,GTC,#F2EEAC,242,238,172,Bomber CorpsGTC2
5002,Bomber Corps,Chase Stone,['R'],['R'],86,GTC,#F2D7B6,242,215,182,Bomber CorpsGTC3
5003,Bomber Corps,Chase Stone,['R'],['R'],86,GTC,#BF5841,191,88,65,Bomber CorpsGTC4
5004,Bomber Corps,Chase Stone,['R'],['R'],86,GTC,#592020,89,32,32,Bomber CorpsGTC5
5005,Cinder Elemental,Svetlin Velinov,['R'],['R'],87,GTC,#F2D649,242,214,73,Cinder ElementalGTC1
5006,Cinder Elemental,Svetlin Velinov,['R'],['R'],87,GTC,#F2B441,242,180,65,Cinder ElementalGTC2
5007,Cinder Elemental,Svetlin Velinov,['R'],['R'],87,GTC,#F28D35,242,141,53,Cinder ElementalGTC3
5008,Cinder Elemental,Svetlin Velinov,['R'],['R'],87,GTC,#F26430,242,100,48,Cinder ElementalGTC4
5009,Cinder Elemental,Svetlin Velinov,['R'],['R'],87,GTC,#A63126,166,49,38,Cinder ElementalGTC5
5010,Crackling Perimeter,Yeong-Hao Han,['R'],['R'],88,GTC,#D99962,217,153,98,Crackling PerimeterGTC1
5011,Crackling Perimeter,Yeong-Hao Han,['R'],['R'],88,GTC,#593527,89,53,39,Crackling PerimeterGTC2
5012,Crackling Perimeter,Yeong-Hao Han,['R'],['R'],88,GTC,#A6654E,166,101,78,Crackling PerimeterGTC3
5013,Crackling Perimeter,Yeong-Hao Han,['R'],['R'],88,GTC,#F2B29B,242,178,155,Crackling PerimeterGTC4
5014,Crackling Perimeter,Yeong-Hao Han,['R'],['R'],88,GTC,#8C4842,140,72,66,Crackling PerimeterGTC5
5015,Ember Beast,David Rapoza,['R'],['R'],89,GTC,#F2B366,242,179,102,Ember BeastGTC1
5016,Ember Beast,David Rapoza,['R'],['R'],89,GTC,#F28241,242,130,65,Ember BeastGTC2
5017,Ember Beast,David Rapoza,['R'],['R'],89,GTC,#BF3326,191,51,38,Ember BeastGTC3
5018,Ember Beast,David Rapoza,['R'],['R'],89,GTC,#F23030,242,48,48,Ember BeastGTC4
5019,Ember Beast,David Rapoza,['R'],['R'],89,GTC,#8C2A2A,140,42,42,Ember BeastGTC5
5020,Firefist Striker,Tyler Jacobson,['R'],['R'],90,GTC,#F2B366,242,179,102,Firefist StrikerGTC1
5021,Firefist Striker,Tyler Jacobson,['R'],['R'],90,GTC,#F28241,242,130,65,Firefist StrikerGTC2
5022,Firefist Striker,Tyler Jacobson,['R'],['R'],90,GTC,#BF3326,191,51,38,Firefist StrikerGTC3
5023,Firefist Striker,Tyler Jacobson,['R'],['R'],90,GTC,#F23030,242,48,48,Firefist StrikerGTC4
5024,Firefist Striker,Tyler Jacobson,['R'],['R'],90,GTC,#8C2A2A,140,42,42,Firefist StrikerGTC5
5025,Five-Alarm Fire,Karl Kopinski,['R'],['R'],91,GTC,#F2BC57,242,188,87,Five-Alarm FireGTC1
5026,Five-Alarm Fire,Karl Kopinski,['R'],['R'],91,GTC,#F2A663,242,166,99,Five-Alarm FireGTC2
5027,Five-Alarm Fire,Karl Kopinski,['R'],['R'],91,GTC,#D9734E,217,115,78,Five-Alarm FireGTC3
5028,Five-Alarm Fire,Karl Kopinski,['R'],['R'],91,GTC,#A6523F,166,82,63,Five-Alarm FireGTC4
5029,Five-Alarm Fire,Karl Kopinski,['R'],['R'],91,GTC,#592E2E,89,46,46,Five-Alarm FireGTC5
5030,Foundry Street Denizen,Raoul Vitale,['R'],['R'],92,GTC,#F29A2E,242,154,46,Foundry Street DenizenGTC1
5031,Foundry Street Denizen,Raoul Vitale,['R'],['R'],92,GTC,#BF9460,191,148,96,Foundry Street DenizenGTC2
5032,Foundry Street Denizen,Raoul Vitale,['R'],['R'],92,GTC,#D96B2B,217,107,43,Foundry Street DenizenGTC3
5033,Foundry Street Denizen,Raoul Vitale,['R'],['R'],92,GTC,#A64724,166,71,36,Foundry Street DenizenGTC4
5034,Foundry Street Denizen,Raoul Vitale,['R'],['R'],92,GTC,#401612,64,22,18,Foundry Street DenizenGTC5
5035,Furious Resistance,Slawomir Maniak,['R'],['R'],93,GTC,#F2D785,242,215,133,Furious ResistanceGTC1
5036,Furious Resistance,Slawomir Maniak,['R'],['R'],93,GTC,#BF9D73,191,157,115,Furious ResistanceGTC2
5037,Furious Resistance,Slawomir Maniak,['R'],['R'],93,GTC,#F28F6B,242,143,107,Furious ResistanceGTC3
5038,Furious Resistance,Slawomir Maniak,['R'],['R'],93,GTC,#8C493A,140,73,58,Furious ResistanceGTC4
5039,Furious Resistance,Slawomir Maniak,['R'],['R'],93,GTC,#F25749,242,87,73,Furious ResistanceGTC5
5040,Hellkite Tyrant,Aleksi Briclot,['R'],['R'],94,GTC,#F2E3B6,242,227,182,Hellkite TyrantGTC1
5041,Hellkite Tyrant,Aleksi Briclot,['R'],['R'],94,GTC,#F28F38,242,143,56,Hellkite TyrantGTC2
5042,Hellkite Tyrant,Aleksi Briclot,['R'],['R'],94,GTC,#BF6849,191,104,73,Hellkite TyrantGTC3
5043,Hellkite Tyrant,Aleksi Briclot,['R'],['R'],94,GTC,#BF8D7A,191,141,122,Hellkite TyrantGTC4
5044,Hellkite Tyrant,Aleksi Briclot,['R'],['R'],94,GTC,#59362E,89,54,46,Hellkite TyrantGTC5
5045,Hellraiser Goblin,Karl Kopinski,['R'],['R'],95,GTC,#A3BFB7,163,191,183,Hellraiser GoblinGTC1
5046,Hellraiser Goblin,Karl Kopinski,['R'],['R'],95,GTC,#A68A68,166,138,104,Hellraiser GoblinGTC2
5047,Hellraiser Goblin,Karl Kopinski,['R'],['R'],95,GTC,#8C7158,140,113,88,Hellraiser GoblinGTC3
5048,Hellraiser Goblin,Karl Kopinski,['R'],['R'],95,GTC,#594336,89,67,54,Hellraiser GoblinGTC4
5049,Hellraiser Goblin,Karl Kopinski,['R'],['R'],95,GTC,#BF5239,191,82,57,Hellraiser GoblinGTC5
5050,Homing Lightning,Slawomir Maniak,['R'],['R'],96,GTC,#7787A6,119,135,166,Homing LightningGTC1
5051,Homing Lightning,Slawomir Maniak,['R'],['R'],96,GTC,#273440,39,52,64,Homing LightningGTC2
5052,Homing Lightning,Slawomir Maniak,['R'],['R'],96,GTC,#75BF95,117,191,149,Homing LightningGTC3
5053,Homing Lightning,Slawomir Maniak,['R'],['R'],96,GTC,#26261D,38,38,29,Homing LightningGTC4
5054,Homing Lightning,Slawomir Maniak,['R'],['R'],96,GTC,#F2B28D,242,178,141,Homing LightningGTC5
5055,Legion Loyalist,Eric Deschamps,['R'],['R'],97,GTC,#D96A7E,217,106,126,Legion LoyalistGTC1
5056,Legion Loyalist,Eric Deschamps,['R'],['R'],97,GTC,#F2B138,242,177,56,Legion LoyalistGTC2
5057,Legion Loyalist,Eric Deschamps,['R'],['R'],97,GTC,#D9B596,217,181,150,Legion LoyalistGTC3
5058,Legion Loyalist,Eric Deschamps,['R'],['R'],97,GTC,#BF8F73,191,143,115,Legion LoyalistGTC4
5059,Legion Loyalist,Eric Deschamps,['R'],['R'],97,GTC,#BF3030,191,48,48,Legion LoyalistGTC5
5060,Madcap Skills,Anthony Palumbo,['R'],['R'],98,GTC,#F2D43D,242,212,61,Madcap SkillsGTC1
5061,Madcap Skills,Anthony Palumbo,['R'],['R'],98,GTC,#F2B035,242,176,53,Madcap SkillsGTC2
5062,Madcap Skills,Anthony Palumbo,['R'],['R'],98,GTC,#F28A2E,242,138,46,Madcap SkillsGTC3
5063,Madcap Skills,Anthony Palumbo,['R'],['R'],98,GTC,#F23827,242,56,39,Madcap SkillsGTC4
5064,Madcap Skills,Anthony Palumbo,['R'],['R'],98,GTC,#8C2323,140,35,35,Madcap SkillsGTC5
5065,Mark for Death,Mathias Kollros,['R'],['R'],99,GTC,#F24150,242,65,80,Mark for DeathGTC1
5066,Mark for Death,Mathias Kollros,['R'],['R'],99,GTC,#A988BF,169,136,191,Mark for DeathGTC2
5067,Mark for Death,Mathias Kollros,['R'],['R'],99,GTC,#591E19,89,30,25,Mark for DeathGTC3
5068,Mark for Death,Mathias Kollros,['R'],['R'],99,GTC,#F22727,242,39,39,Mark for DeathGTC4
5069,Mark for Death,Mathias Kollros,['R'],['R'],99,GTC,#8C2020,140,32,32,Mark for DeathGTC5
5070,Massive Raid,Zoltan Boros,['R'],['R'],100,GTC,#F2DFBB,242,223,187,Massive RaidGTC1
5071,Massive Raid,Zoltan Boros,['R'],['R'],100,GTC,#F2B56B,242,181,107,Massive RaidGTC2
5072,Massive Raid,Zoltan Boros,['R'],['R'],100,GTC,#D98B48,217,139,72,Massive RaidGTC3
5073,Massive Raid,Zoltan Boros,['R'],['R'],100,GTC,#BF6F41,191,111,65,Massive RaidGTC4
5074,Massive Raid,Zoltan Boros,['R'],['R'],100,GTC,#8C442A,140,68,42,Massive RaidGTC5
5075,Molten Primordial,Stephan Martiniere,['R'],['R'],101,GTC,#F2D857,242,216,87,Molten PrimordialGTC1
5076,Molten Primordial,Stephan Martiniere,['R'],['R'],101,GTC,#F2B950,242,185,80,Molten PrimordialGTC2
5077,Molten Primordial,Stephan Martiniere,['R'],['R'],101,GTC,#F2913D,242,145,61,Molten PrimordialGTC3
5078,Molten Primordial,Stephan Martiniere,['R'],['R'],101,GTC,#D95E32,217,94,50,Molten PrimordialGTC4
5079,Molten Primordial,Stephan Martiniere,['R'],['R'],101,GTC,#A62626,166,38,38,Molten PrimordialGTC5
5080,Mugging,Greg Staples,['R'],['R'],102,GTC,#3F402C,63,64,44,MuggingGTC1
5081,Mugging,Greg Staples,['R'],['R'],102,GTC,#F2CC85,242,204,133,MuggingGTC2
5082,Mugging,Greg Staples,['R'],['R'],102,GTC,#D9A05B,217,160,91,MuggingGTC3
5083,Mugging,Greg Staples,['R'],['R'],102,GTC,#A67449,166,116,73,MuggingGTC4
5084,Mugging,Greg Staples,['R'],['R'],102,GTC,#734A32,115,74,50,MuggingGTC5
5085,Ripscale Predator,Volkan BaÇµa,['R'],['R'],103,GTC,#595736,89,87,54,Ripscale PredatorGTC1
5086,Ripscale Predator,Volkan BaÇµa,['R'],['R'],103,GTC,#D9B88F,217,184,143,Ripscale PredatorGTC2
5087,Ripscale Predator,Volkan BaÇµa,['R'],['R'],103,GTC,#BF6545,191,101,69,Ripscale PredatorGTC3
5088,Ripscale Predator,Volkan BaÇµa,['R'],['R'],103,GTC,#BF4136,191,65,54,Ripscale PredatorGTC4
5089,Ripscale Predator,Volkan BaÇµa,['R'],['R'],103,GTC,#732C26,115,44,38,Ripscale PredatorGTC5
5090,Scorchwalker,Anthony Palumbo,['R'],['R'],104,GTC,#F2E638,242,230,56,ScorchwalkerGTC1
5091,Scorchwalker,Anthony Palumbo,['R'],['R'],104,GTC,#F2AE2E,242,174,46,ScorchwalkerGTC2
5092,Scorchwalker,Anthony Palumbo,['R'],['R'],104,GTC,#F2762E,242,118,46,ScorchwalkerGTC3
5093,Scorchwalker,Anthony Palumbo,['R'],['R'],104,GTC,#F23A29,242,58,41,ScorchwalkerGTC4
5094,Scorchwalker,Anthony Palumbo,['R'],['R'],104,GTC,#A63126,166,49,38,ScorchwalkerGTC5
5095,Skinbrand Goblin,Marco Nelor,['R'],['R'],105,GTC,#9AAFD9,154,175,217,Skinbrand GoblinGTC1
5096,Skinbrand Goblin,Marco Nelor,['R'],['R'],105,GTC,#D9BA5F,217,186,95,Skinbrand GoblinGTC2
5097,Skinbrand Goblin,Marco Nelor,['R'],['R'],105,GTC,#D98C4A,217,140,74,Skinbrand GoblinGTC3
5098,Skinbrand Goblin,Marco Nelor,['R'],['R'],105,GTC,#59271C,89,39,28,Skinbrand GoblinGTC4
5099,Skinbrand Goblin,Marco Nelor,['R'],['R'],105,GTC,#8C2C23,140,44,35,Skinbrand GoblinGTC5
5100,Skullcrack,Dave Kendall,['R'],['R'],106,GTC,#3E608C,62,96,140,SkullcrackGTC1
