name,artist,colourid,colour,collectornum,expansion,hexval
"Aurelia, the Warleader",Slawomir Maniak,"['R', 'W']","['R', 'W']",143,GTC,"#F2D98D
#F2D0A7
#F29863
#F28177
#A66060"
Aurelia's Fury,Tyler Jacobson,"['R', 'W']","['R', 'W']",144,GTC,"#F2C641
#F2C46D
#D98032
#D95A2B
#A62C21"
Bane Alley Broker,Clint Cearley,"['B', 'U']","['B', 'U']",145,GTC,"#8373BF
#F2E5BD
#D99873
#D9663D
#A6756A"
Biovisionary,Ryan Barger,"['G', 'U']","['G', 'U']",146,GTC,"#445CA6
#4F6F8C
#86BF6B
#93BF7E
#547336"
Borborygmos Enraged,Aleksi Briclot,"['G', 'R']","['G', 'R']",147,GTC,"#F2EFBD
#BFAC73
#A6855D
#261C14
#735340"
Boros Charm,Zoltan Boros,"['R', 'W']","['R', 'W']",148,GTC,"#F2C6A0
#F28749
#F27244
#BF382C
#732720"
Call of the Nightwing,Adam Paquette,"['B', 'U']","['B', 'U']",149,GTC,"#72738C
#AAADBF
#2F3640
#59281D
#8C362E"
Cartel Aristocrat,James Ryman,"['B', 'W']","['B', 'W']",150,GTC,"#8C6D76
#F2D680
#F2BC79
#D98841
#BF6836"
Clan Defiance,Daarken,"['G', 'R']","['G', 'R']",151,GTC,"#EEF280
#F2EFBD
#8C7F3E
#F29441
#D95D30"
Consuming Aberration,Karl Kopinski,"['B', 'U']","['B', 'U']",152,GTC,"#A68D96
#735D71
#F29B30
#73462C
#261914"
Deathpact Angel,Jason Chan,"['B', 'W']","['B', 'W']",153,GTC,"#9C92A6
#1A1626
#9A8FBF
#BF8A6B
#593C31"
Dimir Charm,Zoltan Boros,"['B', 'U']","['B', 'U']",154,GTC,"#393459
#5956A6
#191826
#A4A3D9
#6976BF"
Dinrova Horror,Johann Bodin,"['B', 'U']","['B', 'U']",155,GTC,"#7ABFAC
#BAD9CE
#25261E
#0D0C0A
#A64E4E"
Domri Rade,Tyler Jacobson,"['G', 'R']","['G', 'R']",156,GTC,"#F2E74B
#F28D35
#BF452A
#734E46
#F22929"
Drakewing Krasis,Johann Bodin,"['G', 'U']","['G', 'U']",157,GTC,"#2C2F40
#D8F0F2
#A1A680
#D4D955
#A6A04B"
Duskmantle Guildmage,Slawomir Maniak,"['B', 'U']","['B', 'U']",158,GTC,"#91D9D9
#49736F
#75BFA4
#7ABF85
#25261E"
Duskmantle Seer,Kev Walker,"['B', 'U']","['B', 'U']",159,GTC,"#735D71
#A58DA6
#B8BF7E
#EEF2CE
#A6A37C"
Elusive Krasis,Wesley Burt,"['G', 'U']","['G', 'U']",160,GTC,"#18261B
#325935
#5E8C51
#8EBF6B
#B9D99A"
Executioner's Swing,Karl Kopinski,"['B', 'W']","['B', 'W']",161,GTC,"#556573
#262110
#D9AE5F
#A67A46
#D9896C"
Fathom Mage,Ryan Pancoast,"['G', 'U']","['G', 'U']",162,GTC,"#646273
#849EBF
#D9C196
#A67A53
#8C362E"
Firemane Avenger,Wayne Reynolds,"['R', 'W']","['R', 'W']",163,GTC,"#F2D98D
#F2F2F0
#F2AC57
#A66946
#BF2C2C"
Fortress Cyclops,Maciej Kuciara,"['R', 'W']","['R', 'W']",164,GTC,"#7386BF
#F2A663
#BF784E
#BF7665
#F25041"
Foundry Champion,Todd Lockwood,"['R', 'W']","['R', 'W']",165,GTC,"#8C6986
#F2E6A7
#F2B988
#D95D30
#A63429"
Frenzied Tilling,Noah Bradley,"['G', 'R']","['G', 'R']",166,GTC,"#F2D230
#F2AE30
#F28A2E
#F25F29
#A62C21"
Ghor-Clan Rampager,Charles Urbach,"['G', 'R']","['G', 'R']",167,GTC,"#403C28
#BF6F41
#592D1D
#BF4226
#8C3420"
Ground Assault,Karl Kopinski,"['G', 'R']","['G', 'R']",168,GTC,"#BBBF4E
#8C7E3A
#8C7954
#BF7B54
#593F2F"
Gruul Charm,Zoltan Boros,"['G', 'R']","['G', 'R']",169,GTC,"#D5D966
#BFB749
#8C7D30
#F27D52
#F24E29"
Gruul Ragebeast,Dave Kendall,"['G', 'R']","['G', 'R']",170,GTC,"#1F2615
#BCBF6B
#A6A268
#F2D750
#8C2A14"
High Priest of Penance,Mark Zug,"['B', 'W']","['B', 'W']",171,GTC,"#F2C288
#BF8B5E
#A65C32
#73462C
#261A17"
Hydroform,Howard Lyon,"['G', 'U']","['G', 'U']",172,GTC,"#5D91A6
#6D8C81
#254027
#8ABF8D
#9ABF49"
Kingpin's Pet,Mark Zug,"['B', 'W']","['B', 'W']",173,GTC,"#F2C185
#F2BC8D
#A66844
#D9A38F
#402B26"
"Lazav, Dimir Mastermind",David Rapoza,"['B', 'U']","['B', 'U']",174,GTC,"#0B0D0B
#F2BB77
#A64029
#D94032
#732A24"
Martial Glory,Raymond Swanland,"['R', 'W']","['R', 'W']",175,GTC,"#F2EA77
#F2E5A0
#D98C4A
#A65437
#733B2F"
Master Biomancer,Willian Murai,"['G', 'U']","['G', 'U']",176,GTC,"#A0CED9
#778C49
#637340
#A6BF4B
#8C463F"
Merciless Eviction,Richard Wright,"['B', 'W']","['B', 'W']",177,GTC,"#F2EDA0
#F2E7AE
#F28B50
#8C4830
#402921"
Mind Grind,Daarken,"['B', 'U']","['B', 'U']",178,GTC,"#4B71BF
#F2EEAE
#F2DE77
#BF935E
#8C4C27"
Mortus Strider,Tomasz Jedruszek,"['B', 'U']","['B', 'U']",179,GTC,"#2C3540
#A3D3D9
#BFB084
#736555
#735134"
Mystic Genesis,Mike Bierek,"['G', 'U']","['G', 'U']",180,GTC,"#D4D948
#A2A638
#736E2F
#F2D95C
#402B18"
Nimbus Swimmer,Howard Lyon,"['G', 'U']","['G', 'U']",181,GTC,"#366873
#3D5939
#567339
#93BF50
#81A649"
"Obzedat, Ghost Council",Svetlin Velinov,"['B', 'W']","['B', 'W']",182,GTC,"#AABFAD
#26211C
#594736
#D9AA8F
#A67968"
One Thousand Lashes,Daarken,"['B', 'W']","['B', 'W']",183,GTC,"#F2DAAC
#F2A649
#BF9169
#F27B35
#59341E"
Ordruun Veteran,Greg Staples,"['R', 'W']","['R', 'W']",184,GTC,"#F2D95C
#F2B035
#F29B30
#BF6E26
#8C5627"
Orzhov Charm,Zoltan Boros,"['B', 'W']","['B', 'W']",185,GTC,"#8C6D8A
#2F2740
#141826
#733122
#F2F2F2"
Paranoid Delusions,Christopher Moeller,"['B', 'U']","['B', 'U']",186,GTC,"#6976BF
#323859
#BF8D50
#734A27
#A68568"
Primal Visitation,Christopher Moeller,"['G', 'R']","['G', 'R']",187,GTC,"#403727
#A68965
#401C18
#BF3939
#8C3535"
Prime Speaker Zegana,Willian Murai,"['G', 'U']","['G', 'U']",188,GTC,"#564D8C
#363B59
#A7D9D9
#394039
#8A8C77"
Psychic Strike,Mathias Kollros,"['B', 'U']","['B', 'U']",189,GTC,"#D9A3D5
#D9B8D7
#223440
#96D9CC
#26261C"
Purge the Profane,Michael C. Hayes,"['B', 'W']","['B', 'W']",190,GTC,"#F2EBC9
#F2D888
#D98566
#A65851
#592525"
Rubblehulk,Raymond Swanland,"['G', 'R']","['G', 'R']",191,GTC,"#F2E9BD
#F2D06B
#D9B573
#402D16
#8C5B30"
Ruination Wurm,Dave Kendall,"['G', 'R']","['G', 'R']",192,GTC,"#F1F2E9
#BFAE7A
#A69580
#594839
#732C26"
Shambleshark,Wesley Burt,"['G', 'U']","['G', 'U']",193,GTC,"#A097A6
#BFA26B
#403425
#D9D6D2
#736A62"
Signal the Clans,Dave Kendall,"['G', 'R']","['G', 'R']",194,GTC,"#20261A
#AEBF8A
#CED9B8
#737155
#A69C6A"
Simic Charm,Zoltan Boros,"['G', 'U']","['G', 'U']",195,GTC,"#44A682
#365938
#B2BFA8
#7A8C51
#A67051"
Skarrg Guildmage,Aleksi Briclot,"['G', 'R']","['G', 'R']",196,GTC,"#F2E6C2
#F28749
#A6583C
#D92B2B
#8C2727"
Skyknight Legionnaire,Anthony Palumbo,"['R', 'W']","['R', 'W']",197,GTC,"#F2B263
#F27C38
#D94625
#BF2121
#8C2020"
Soul Ransom,Steve Argyle,"['B', 'U']","['B', 'U']",198,GTC,"#A63F52
#734670
#F2EB8D
#F2BB77
#D94A3D"
Spark Trooper,James Ryman,"['R', 'W']","['R', 'W']",199,GTC,"#D1BFD9
#F2C572
#BF8756
#8C593B
#402D22"
Sunhome Guildmage,Eric Deschamps,"['R', 'W']","['R', 'W']",200,GTC,"#F2E744
#F2D541
#F2B035
#F2762E
#D94929"
Treasury Thrull,Mark Zug,"['B', 'W']","['B', 'W']",201,GTC,"#D9B573
#BF712C
#8C613B
#BF9673
#402A22"
Truefire Paladin,Michael C. Hayes,"['R', 'W']","['R', 'W']",202,GTC,"#F2C185
#F28444
#F2522E
#A62424
#401919"
Unexpected Results,Mike Bierek,"['G', 'U']","['G', 'U']",203,GTC,"#F2E96B
#F2C166
#F2913D
#D9753B
#BF5630"
Urban Evolution,Eytan Zana,"['G', 'U']","['G', 'U']",204,GTC,"#F2EB80
#403822
#D9CA9C
#A68446
#BFAF8F"
Vizkopa Confessor,Ryan Pancoast,"['B', 'W']","['B', 'W']",205,GTC,"#BF7A87
#D991C6
#644073
#D9BCA3
#D9A491"
Vizkopa Guildmage,Tyler Jacobson,"['B', 'W']","['B', 'W']",206,GTC,"#9D8EBF
#F2CD5C
#F2DC99
#BF8450
#8C7069"
Whispering Madness,Clint Cearley,"['B', 'U']","['B', 'U']",207,GTC,"#A3B0D9
#3B568C
#283D59
#91BF63
#9DBF7A"
Wojek Halberdiers,Nic Klein,"['R', 'W']","['R', 'W']",208,GTC,"#F2C849
#D97F30
#BF522A
#401916
#D92525"
Zameck Guildmage,Chase Stone,"['G', 'U']","['G', 'U']",209,GTC,"#4C5273
#5670BF
#6986BF
#96BFD9
#93BF73"
Zhur-Taa Swine,Yeong-Hao Han,"['G', 'R']","['G', 'R']",210,GTC,"#D6D979
#BDBF7E
#D9CBA3
#734636
#8C3730"
Arrows of Justice,James Ryman,"['R', 'W']","['R', 'W']",211,GTC,"#D9B855
#735032
#403022
#D9A87E
#A62121"
Beckon Apparition,Cliff Childs,"['B', 'W']","['B', 'W']",212,GTC,"#B8D9CD
#B4D9A3
#A6A26F
#26261D
#8C8265"
Biomass Mutation,Dan Scott,"['G', 'U']","['G', 'U']",213,GTC,"#D9D59C
#73653C
#403A28
#BF9E60
#F2DDB6"
Bioshift,Scott Chou,"['G', 'U']","['G', 'U']",214,GTC,"#252617
#71733D
#BCBF69
#D9D1B8
#A69068"
Boros Reckoner,Howard Lyon,"['R', 'W']","['R', 'W']",215,GTC,"#F2F0D8
#F2B263
#D95525
#A64E2E
#401B13"
Burning-Tree Emissary,Izzy,"['G', 'R']","['G', 'R']",216,GTC,"#8C824D
#D9D3C1
#736048
#8C322A
#40211E"
Coerced Confession,Mathias Kollros,"['B', 'U']","['B', 'U']",217,GTC,"#8575BF
#4C5273
#282E40
#7395D9
#88C1F2"
Deathcult Rogue,David Palumbo,"['B', 'U']","['B', 'U']",218,GTC,"#75728C
#A4B0BF
#CEECF2
#8C5E35
#734429"
Gift of Orzhova,Johannes Voss,"['B', 'W']","['B', 'W']",219,GTC,"#965DA6
#959BBF
#F2E966
#F2D06B
#F2B263"
Immortal Servitude,Seb McKinnon,"['B', 'W']","['B', 'W']",220,GTC,"#162526
#A3D9D9
#8EBFA8
#88BF90
#5A735B"
Merfolk of the Depths,Scott Chou,"['G', 'U']","['G', 'U']",221,GTC,"#1E2617
#515931
#A4A665
#D9D6B0
#A69E76"
Nightveil Specter,Min Yum,"['B', 'U']","['B', 'U']",222,GTC,"#7775BF
#7883BF
#96B3D9
#AABF95
#A66844"
Pit Fight,Matt Stewart,"['G', 'R']","['G', 'R']",223,GTC,"#D9863D
#BF5630
#402318
#8C3A27
#8C3A3A"
Rubblebelt Raiders,Chippy,"['G', 'R']","['G', 'R']",224,GTC,"#F2EB80
#F2EEAE
#D9A441
#261E10
#8C6535"
Shattering Blow,Steve Prescott,"['R', 'W']","['R', 'W']",225,GTC,"#D9B54A
#D9AF62
#BF622C
#8C4C27
#592C22"
Armored Transport,Cliff Childs,[],[],226,GTC,"#A3A4BF
#C2D2F2
#403A1F
#BFB065
#D9B97E"
Boros Keyrune,Daniel Ljunggren,"['R', 'W']",[],227,GTC,"#F2EA77
#F2BE5C
#F26430
#593528
#BF452A"
Dimir Keyrune,Daniel Ljunggren,"['B', 'U']",[],228,GTC,"#C1D9A9
#21261A
#515945
#98A685
#E5F2D0"
Glaring Spotlight,Adam Paquette,[],[],229,GTC,"#F2D5A0
#D99B66
#BF7B54
#8C4535
#592F25"
Gruul Keyrune,Daniel Ljunggren,"['G', 'R']",[],230,GTC,"#7A8C68
#ACBF84
#3C4022
#D93829
#A62F24"
Illusionist's Bracers,Svetlin Velinov,[],[],231,GTC,"#5E76BF
#A9D9BE
#B5BF63
#736C4C
#261C1A"
Millennial Gargoyle,Seb McKinnon,[],[],232,GTC,"#6D688C
#A6937C
#736758
#D9C9BA
#F2EAE4"
Orzhov Keyrune,Daniel Ljunggren,"['B', 'W']",[],233,GTC,"#8691A6
#252618
#BFA450
#D9C589
#A68965"
Prophetic Prism,Daniel Ljunggren,[],[],234,GTC,"#F2E852
#BFBDA3
#D99F6C
#A65638
#F22E2E"
Razortip Whip,James Paick,[],[],235,GTC,"#D8F2F0
#A9D9C2
#9CD9B6
#67735C
#262520"
Riot Gear,Jack Wang,[],[],236,GTC,"#88BFBF
#F2EFDC
#0E0F09
#73694C
#403221"
Simic Keyrune,Daniel Ljunggren,"['G', 'U']",[],237,GTC,"#8095BF
#1C2617
#9DBF69
#4B5936
#94A66D"
Skyblinder Staff,Mark Winters,[],[],238,GTC,"#E3DCF2
#AEA3D9
#3B3659
#272B40
#181B26"
Boros Guildgate,Noah Bradley,"['R', 'W']",[],239,GTC,"#F2E635
#F2C230
#F29A2E
#BF5E26
#733C1D"
Breeding Pool,Mike Bierek,"['G', 'U']",[],240,GTC,"#66A663
#F2C572
#A6653F
#D9663D
#73392C"
Dimir Guildgate,Cliff Childs,"['B', 'U']",[],241,GTC,"#4966BF
#5478BF
#465E8C
#20261E
#736F3D"
Godless Shrine,Cliff Childs,"['B', 'W']",[],242,GTC,"#BF75BA
#F2DA63
#F2D98D
#594534
#BF8C6F"
Gruul Guildgate,Randy Gallegos,"['G', 'R']",[],243,GTC,"#6B7332
#40371C
#736334
#D9B97E
#73321A"
Orzhov Guildgate,John Avon,"['B', 'W']",[],244,GTC,"#313540
#5C6673
#B8D9C4
#A66D3C
#8C452B"
Sacred Foundry,Sam Burley,"['R', 'W']",[],245,GTC,"#F2BC57
#F29544
#F25F29
#592519
#D93829"
Simic Guildgate,Svetlin Velinov,"['G', 'U']",[],246,GTC,"#4654A6
#2C4459
#77ABD9
#D9D15F
#D9A577"
Stomping Ground,David Palumbo,"['G', 'R']",[],247,GTC,"#F28D95
#0C0D0A
#595625
#F2E0DC
#F28379"
Thespian's Stage,John Avon,[],[],248,GTC,"#3E3259
#726FBF
#F2DB66
#D9984A
#A66641"
Watery Grave,Raymond Swanland,"['B', 'U']",[],249,GTC,"#B6DCBC
#575946
#898C70
#BEBFA4
#26221A"
Boros Mastiff,Kev Walker,['W'],['W'],1,DGM,"#252617
#D9D1A9
#D9D4BA
#594225
#A6927B"
Haazda Snare Squad,David Palumbo,['W'],['W'],2,DGM,"#6F56A6
#968FA6
#605D73
#BAC8D9
#8C5E4D"
Lyev Decree,Kev Walker,['W'],['W'],3,DGM,"#7775BF
#8F92BF
#A3A4BF
#C5C8D9
#594E38"
Maze Sentinel,Yeong-Hao Han,['W'],['W'],4,DGM,"#D9D384
#262314
#BFA34E
#A68241
#735634"
Renounce the Guilds,Daarken,['W'],['W'],5,DGM,"#F2D541
#F2E291
#D99A4E
#BF6F41
#733729"
Riot Control,Slawomir Maniak,['W'],['W'],6,DGM,"#F2CD88
#D9AA71
#A65C32
#593E2E
#A67360"
Scion of Vitu-Ghazi,Willian Murai,['W'],['W'],7,DGM,"#1F2614
#58592E
#F2EB80
#D9B95B
#A67F37"
Steeple Roc,David Palumbo,['W'],['W'],8,DGM,"#AECCF2
#B6D6F2
#252617
#8C7B5A
#733822"
Sunspire Gatekeepers,Chippy,['W'],['W'],9,DGM,"#26221D
#D9C6B0
#BF946F
#A67F68
#734636"
Wake the Reflections,Cynthia Sheppard,['W'],['W'],10,DGM,"#7B8C61
#BBBF45
#BF984E
#A6763C
#734C29"
Aetherling,Tyler Jacobson,['U'],['U'],11,DGM,"#85748C
#6078BF
#D9CCB4
#8C311C
#593431"
Hidden Strings,Daarken,['U'],['U'],12,DGM,"#907ABF
#6D80A6
#4C5973
#9CC1D9
#D8F2EB"
Maze Glider,Yeong-Hao Han,['U'],['U'],13,DGM,"#3752A6
#5075BF
#5A86BF
#284259
#BAD9C8"
Mindstatic,Johann Bodin,['U'],['U'],14,DGM,"#678C42
#F2D22E
#D9A74A
#F28729
#F25430"
Murmuring Phantasm,Peter Mohrbacher,['U'],['U'],15,DGM,"#404959
#868C7B
#0C0D0A
#D9C6B0
#A67C58"
Opal Lake Gatekeepers,Seb McKinnon,['U'],['U'],16,DGM,"#535B73
#1A2624
#8EBF9A
#717366
#A5A692"
Runner's Bane,Karl Kopinski,['U'],['U'],17,DGM,"#595573
#919CD9
#A0AED9
#A6442E
#73322C"
Trait Doctoring,Clint Cearley,['U'],['U'],18,DGM,"#7C83A6
#394159
#829FD9
#B4C8D9
#1F261F"
Uncovered Clues,Jaime Jones,['U'],['U'],19,DGM,"#D99197
#1E2620
#D6D9BF
#BEBF9B
#8C8372"
Wind Drake,John Severin Brassell,['U'],['U'],20,DGM,"#8187A6
#252620
#736A51
#D9CAAD
#F2CB9B"
Bane Alley Blackguard,Mike Bierek,['B'],['B'],21,DGM,"#262014
#F2AF5C
#BF793B
#59321C
#8C2C23"
Blood Scrivener,Peter Mohrbacher,['B'],['B'],22,DGM,"#C5D9CA
#374031
#D9B95B
#8C2E26
#592B27"
Crypt Incursion,Svetlin Velinov,['B'],['B'],23,DGM,"#9993BF
#6367A6
#323859
#2A3140
#22261C"
Fatal Fumes,Kev Walker,['B'],['B'],24,DGM,"#2D402C
#53733D
#80A65B
#F2D544
#D9C043"
Hired Torturer,Winona Nelson,['B'],['B'],25,DGM,"#262014
#734F2F
#D9B18F
#A66641
#BF3C30"
Maze Abomination,Yeong-Hao Han,['B'],['B'],26,DGM,"#A67788
#ACBF8F
#E3F2C2
#3D402C
#898C6D"
Pontiff of Blight,Seb McKinnon,['B'],['B'],27,DGM,"#6C6AA6
#6064BF
#0A0D0A
#EFF291
#F2F2F0"
Rakdos Drake,Karl Kopinski,['B'],['B'],28,DGM,"#F28A2E
#D96E30
#8C4227
#402217
#D94625"
Sinister Possession,Anthony Palumbo,['B'],['B'],29,DGM,"#BF4968
#F2A7D0
#D973B5
#D96E30
#BF372A"
Ubul Sar Gatekeepers,Volkan BaÇµa,['B'],['B'],30,DGM,"#88BF96
#95A692
#262621
#8C5F4F
#BF9393"
Awe for the Guilds,Mathias Kollros,['R'],['R'],31,DGM,"#F2D785
#D99E6A
#F26430
#D93829
#732720"
Clear a Path,Karl Kopinski,['R'],['R'],32,DGM,"#F2D194
#735632
#D9B282
#A65638
#402019"
Maze Rusher,Yeong-Hao Han,['R'],['R'],33,DGM,"#F2DB66
#F2B950
#F28F38
#F27830
#8C4B26"
Possibility Storm,Jason Felix,['R'],['R'],34,DGM,"#F2C48D
#F2865E
#732C1D
#F24130
#F28A80"
Punish the Enemy,Slawomir Maniak,['R'],['R'],35,DGM,"#F2C166
#8C683B
#F28241
#A65132
#40231D"
Pyrewild Shaman,Lucas Graciano,['R'],['R'],36,DGM,"#39402E
#A68877
#734A3C
#F2CBBD
#A65151"
Riot Piker,Christopher Moeller,['R'],['R'],37,DGM,"#D9A13B
#D9923B
#A68965
#736048
#BF3F34"
Rubblebelt Maaka,Eric Velhagen,['R'],['R'],38,DGM,"#A69E33
#8C8737
#D9D2B0
#733924
#A63E26"
Smelt-Ward Gatekeepers,Daarken,['R'],['R'],39,DGM,"#F2DF80
#F2B366
#F28749
#F26D3D
#732C26"
Weapon Surge,Jason Felix,['R'],['R'],40,DGM,"#5670BF
#6583BF
#C9EBF2
#AABF5E
#F28177"
Battering Krasis,Jack Wang,['G'],['G'],41,DGM,"#EEF279
#F2F2F2
#F2DB94
#BF9663
#8C5946"
Kraul Warrior,David Rapoza,['G'],['G'],42,DGM,"#F2B544
#262014
#BFA26B
#8C7B5A
#8C452B"
Maze Behemoth,Yeong-Hao Han,['G'],['G'],43,DGM,"#E7F2BD
#F2E852
#BFB74B
#8C7D30
#594B1E"
Mending Touch,Karla Ortiz,['G'],['G'],44,DGM,"#D9D15F
#A68F49
#403924
#D9CBA0
#D9CAAD"
Mutant's Prey,Ryan Barger,['G'],['G'],45,DGM,"#F2EB85
#D9B64E
#D9AC59
#A67F5D
#73462C"
Phytoburst,Izzy,['G'],['G'],46,DGM,"#C5D9CE
#535925
#242614
#BF6E26
#BF5E26"
Renegade Krasis,Howard Lyon,['G'],['G'],47,DGM,"#54592A
#D4D955
#A2A641
#BF935E
#73553C"
Saruli Gatekeepers,Chris Rahn,['G'],['G'],48,DGM,"#F2EA7E
#F2C36B
#262014
#D9AD77
#8C5230"
Skylasher,Dan Scott,['G'],['G'],49,DGM,"#202617
#BFAC4B
#D9CE96
#BFA65A
#8C7345"
Thrashing Mossdog,Ryan Barger,['G'],['G'],50,DGM,"#24261A
#EEF26D
#D9D26C
#59522E
#A69151"
Advent of the Wurm,Lucas Graciano,"['G', 'W']","['G', 'W']",51,DGM,"#F2A057
#D9663D
#D93425
#8C2C23
#401C18"
Armored Wolf-Rider,Matt Stewart,"['G', 'W']","['G', 'W']",52,DGM,"#9BBFA4
#242614
#BF9D36
#A68D44
#734B1A"
Ascended Lawmage,Ryan Yee,"['U', 'W']","['U', 'W']",53,DGM,"#4B61A6
#5872A6
#91D2D9
#BF9780
#A67468"
Beetleform Mage,Marco Nelor,"['G', 'U']","['G', 'U']",54,DGM,"#8E80BF
#8F8EBF
#26261C
#A6904E
#735F3C"
Blast of Genius,Terese Nielsen,"['R', 'U']","['R', 'U']",55,DGM,"#3F5573
#5B9ED9
#89C2D9
#8C6C30
#732626"
Blaze Commando,James Ryman,"['R', 'W']","['R', 'W']",56,DGM,"#F2E966
#F2CD5E
#D98B48
#735B46
#A65F37"
Blood Baron of Vizkopa,Anthony Palumbo,"['B', 'W']","['B', 'W']",57,DGM,"#F2B33D
#F28A2E
#BF522A
#732E1F
#D93425"
Boros Battleshaper,Zoltan Boros,"['R', 'W']","['R', 'W']",58,DGM,"#F2CA99
#D99E6A
#F25F29
#A6654E
#BF3124"
Bred for the Hunt,Karl Kopinski,"['G', 'U']","['G', 'U']",59,DGM,"#3D735A
#80BFA2
#5BA67B
#51A666
#8C654F"
Bronzebeak Moa,James Ryman,"['G', 'W']","['G', 'W']",60,DGM,"#A6A04B
#F2DD72
#262014
#BF9056
#8C5626"
Carnage Gladiator,Ryan Barger,"['B', 'R']","['B', 'R']",61,DGM,"#455952
#20261E
#D9BA5F
#A69677
#D94F30"
Council of the Absolute,Zoltan Boros,"['U', 'W']","['U', 'W']",62,DGM,"#657BA6
#455973
#A3B2BF
#8C884D
#F2D888"
Deadbridge Chant,Zoltan Boros,"['B', 'G']","['B', 'G']",63,DGM,"#2D402A
#425932
#9BBF65
#89A65D
#C7D9A0"
Debt to the Deathless,Seb McKinnon,"['B', 'W']","['B', 'W']",64,DGM,"#BF2642
#BFAA8F
#A6938F
#A63F3F
#262626"
Deputy of Acquittals,James Ryman,"['U', 'W']","['U', 'W']",65,DGM,"#7798D9
#84A9D9
#1F2614
#D9C252
#A69544"
Dragonshift,Svetlin Velinov,"['R', 'U']","['R', 'U']",66,DGM,"#9B95BF
#C4D0F2
#F2BE5C
#F28749
#A66844"
Drown in Filth,Seb McKinnon,"['B', 'G']","['B', 'G']",67,DGM,"#25261A
#3F4021
#737045
#BFB26F
#D9CEB0"
Emmara Tandris,Mark Winters,"['G', 'W']","['G', 'W']",68,DGM,"#252617
#D6D98B
#A6A165
#A69F80
#A67246"
"Exava, Rakdos Blood Witch",Aleksi Briclot,"['B', 'R']","['B', 'R']",69,DGM,"#F2EDA0
#F2B56B
#D97941
#A64B29
#D93E30"
Feral Animist,Dave Kendall,"['G', 'R']","['G', 'R']",70,DGM,"#D9BF41
#BF9E39
#BFB188
#734C29
#402C1A"
Fluxcharger,Willian Murai,"['R', 'U']","['R', 'U']",71,DGM,"#656B8C
#D9CF48
#8C402E
#D93A2B
#261514"
Gaze of Granite,Nils Hamm,"['B', 'G']","['B', 'G']",72,DGM,"#EEF279
#8C7F3B
#403822
#A68C5B
#BFA380"
Gleam of Battle,Raymond Swanland,"['R', 'W']","['R', 'W']",73,DGM,"#F2BC79
#D97D48
#D94B2B
#A6442E
#59281D"
Goblin Test Pilot,Svetlin Velinov,"['R', 'U']","['R', 'U']",74,DGM,"#4E64A6
#79A3D9
#F2C849
#D9BB84
#8C5B30"
Gruul War Chant,Dave Kendall,"['G', 'R']","['G', 'R']",75,DGM,"#F2E963
#F2B544
#F28B30
#D9411E
#731F17"
Haunter of Nightveil,Igor Kieryluk,"['B', 'U']","['B', 'U']",76,DGM,"#9F68A6
#895DA6
#646E8C
#8ABFB0
#25261A"
Jelenn Sphinx,Wesley Burt,"['U', 'W']","['U', 'W']",77,DGM,"#5075BF
#6080BF
#84A9D9
#B9D99A
#8C593B"
Korozda Gorgon,Volkan BaÇµa,"['B', 'G']","['B', 'G']",78,DGM,"#26261D
#595336
#8C7E54
#BFB28A
#BF7B54"
Krasis Incubation,Marco Nelor,"['G', 'U']","['G', 'U']",79,DGM,"#44592E
#9ABF49
#718C37
#C9D991
#D9D3B4"
Lavinia of the Tenth,Willian Murai,"['U', 'W']","['U', 'W']",80,DGM,"#37748C
#F2CCB6
#D9AB9A
#D95032
#A67772"
Legion's Initiative,Jaime Jones,"['R', 'W']","['R', 'W']",81,DGM,"#674BA6
#F2D06B
#D98F4E
#BF815E
#59271C"
Master of Cruelties,Chase Stone,"['B', 'R']","['B', 'R']",82,DGM,"#64518C
#BFB8AA
#736758
#8C4535
#F25757"
Maw of the Obzedat,Randy Gallegos,"['B', 'W']","['B', 'W']",83,DGM,"#7580BF
#F2EEAE
#403521
#D98236
#A64521"
"Melek, Izzet Paragon",Jason Chan,"['R', 'U']","['R', 'U']",84,DGM,"#7D7ABF
#F2DEA0
#F2A766
#402719
#BF6550"
"Mirko Vosk, Mind Drinker",Chase Stone,"['B', 'U']","['B', 'U']",85,DGM,"#F2D649
#F29B30
#F27329
#BF4B21
#73321A"
Morgue Burst,Raymond Swanland,"['B', 'R']","['B', 'R']",86,DGM,"#262314
#F2CF66
#F2A950
#D95829
#8C311C"
Nivix Cyclops,Wayne Reynolds,"['R', 'U']","['R', 'U']",87,DGM,"#4590BF
#7EB9BF
#1E261C
#735E38
#BF2626"
Notion Thief,Clint Cearley,"['B', 'U']","['B', 'U']",88,DGM,"#B0B6D9
#6B80BF
#5B74A6
#273D59
#1E3040"
Obzedat's Aid,Dan Scott,"['B', 'W']","['B', 'W']",89,DGM,"#362D59
#5C51A6
#877EBF
#A9ABD9
#402B19"
Pilfered Plans,Michael C. Hayes,"['B', 'U']","['B', 'U']",90,DGM,"#6B3A8C
#482E59
#4B71BF
#62A1D9
#85C8F2"
Plasm Capture,Chase Stone,"['G', 'U']","['G', 'U']",91,DGM,"#F2DA5E
#F2B544
#735B2F
#F2913D
#F27F3D"
Progenitor Mimic,Daarken,"['G', 'U']","['G', 'U']",92,DGM,"#AD84BF
#C4B0D9
#457ABF
#A3D9BA
#D9D1A9"
